Year,Country,GDP per capita (current US$),"Life expectancy at birth, total (years)","Population, total",Country Code,Region,Income Group,Lending Type
2018,Mali,856.356596550603,59.393,19934298.0,MLI,Sub-Saharan Africa ,Low income,IDA
2019,Mali,840.175746366299,59.664,20567424.0,MLI,Sub-Saharan Africa ,Low income,IDA
2020,Mali,822.906136832132,58.633,21224040.0,MLI,Sub-Saharan Africa ,Low income,IDA
2021,Mali,881.510088733585,58.941,21904983.0,MLI,Sub-Saharan Africa ,Low income,IDA
2022,Mali,833.297255093071,,22593590.0,MLI,Sub-Saharan Africa ,Low income,IDA
2004,Malta,15197.056610121,79.2536585365854,401268.0,MLT,Middle East & North Africa,High income,Not classified
2005,Malta,15888.1724565995,79.3,403834.0,MLT,Middle East & North Africa,High income,Not classified
2006,Malta,16723.8842735356,79.4390243902439,405308.0,MLT,Middle East & North Africa,High income,Not classified
2007,Malta,19485.8711529324,79.7926829268293,406724.0,MLT,Middle East & North Africa,High income,Not classified
2008,Malta,22205.3567709304,79.6365853658537,409379.0,MLT,Middle East & North Africa,High income,Not classified
2009,Malta,21083.2770528363,80.2414634146342,412477.0,MLT,Middle East & North Africa,High income,Not classified
2010,Malta,21798.9142935915,81.3975609756098,414508.0,MLT,Middle East & North Africa,High income,Not classified
2011,Malta,23155.103527089,80.7463414634146,416268.0,MLT,Middle East & North Africa,High income,Not classified
2012,Malta,22526.5370208632,80.7463414634146,420028.0,MLT,Middle East & North Africa,High income,Not classified
2013,Malta,24769.5962287121,81.7463414634146,425967.0,MLT,Middle East & North Africa,High income,Not classified
2014,Malta,26753.2733830814,82.0463414634146,434558.0,MLT,Middle East & North Africa,High income,Not classified
2015,Malta,24921.7141769982,81.8975609756097,445053.0,MLT,Middle East & North Africa,High income,Not classified
2016,Malta,25623.9416320597,82.4536585365854,455356.0,MLT,Middle East & North Africa,High income,Not classified
2017,Malta,28813.1853396512,82.3463414634146,467999.0,MLT,Middle East & North Africa,High income,Not classified
2018,Malta,31785.8848300917,82.4487804878049,484630.0,MLT,Middle East & North Africa,High income,Not classified
2019,Malta,31727.0070746362,82.8585365853659,504062.0,MLT,Middle East & North Africa,High income,Not classified
2020,Malta,29597.6361628521,82.3487804878049,515332.0,MLT,Middle East & North Africa,High income,Not classified
2021,Malta,34881.2912726609,82.8609756097561,518536.0,MLT,Middle East & North Africa,High income,Not classified
2022,Malta,34127.5105566356,,531113.0,MLT,Middle East & North Africa,High income,Not classified
2004,Marshall Islands,2442.07954441076,63.695,54435.0,MHL,East Asia & Pacific,Upper middle income,IDA
2005,Marshall Islands,2533.56460606953,63.585,54337.0,MHL,East Asia & Pacific,Upper middle income,IDA
2006,Marshall Islands,2633.28659976387,63.489,54208.0,MHL,East Asia & Pacific,Upper middle income,IDA
2007,Marshall Islands,2773.41870535549,63.36,54038.0,MHL,East Asia & Pacific,Upper middle income,IDA
2008,Marshall Islands,2712.37364352609,63.236,53816.0,MHL,East Asia & Pacific,Upper middle income,IDA
2009,Marshall Islands,2810.53309200828,63.23,53593.0,MHL,East Asia & Pacific,Upper middle income,IDA
2010,Marshall Islands,3001.31982926464,63.226,53416.0,MHL,East Asia & Pacific,Upper middle income,IDA
2011,Marshall Islands,3238.88731570104,63.256,52971.0,MHL,East Asia & Pacific,Upper middle income,IDA
2012,Marshall Islands,3445.31540332931,63.373,52203.0,MHL,East Asia & Pacific,Upper middle income,IDA
2013,Marshall Islands,3611.69964168874,63.464,51352.0,MHL,East Asia & Pacific,Upper middle income,IDA
2014,Marshall Islands,3672.68093377497,63.623,50419.0,MHL,East Asia & Pacific,Upper middle income,IDA
2015,Marshall Islands,3703.64905889496,63.827,49410.0,MHL,East Asia & Pacific,Upper middle income,IDA
2016,Marshall Islands,4153.11717602268,64.057,48329.0,MHL,East Asia & Pacific,Upper middle income,IDA
2017,Marshall Islands,4507.622862229,64.27,47187.0,MHL,East Asia & Pacific,Upper middle income,IDA
2018,Marshall Islands,4771.35920442167,64.5,45989.0,MHL,East Asia & Pacific,Upper middle income,IDA
2019,Marshall Islands,5186.83384237084,64.746,44728.0,MHL,East Asia & Pacific,Upper middle income,IDA
2020,Marshall Islands,5545.60026741253,64.977,43413.0,MHL,East Asia & Pacific,Upper middle income,IDA
2021,Marshall Islands,6130.4371365469,65.269,42050.0,MHL,East Asia & Pacific,Upper middle income,IDA
2022,Marshall Islands,6225.17922244115,,41569.0,MHL,East Asia & Pacific,Upper middle income,IDA
2004,Mauritania,801.778683129563,61.593,2946575.0,MRT,Sub-Saharan Africa ,Lower middle income,IDA
2005,Mauritania,974.657585946703,61.656,3012360.0,MRT,Sub-Saharan Africa ,Lower middle income,IDA
2006,Mauritania,1272.08243396613,61.891,3081229.0,MRT,Sub-Saharan Africa ,Lower middle income,IDA
2007,Mauritania,1378.21510363371,62.228,3153508.0,MRT,Sub-Saharan Africa ,Lower middle income,IDA
2008,Mauritania,1610.2369793316,62.399,3233336.0,MRT,Sub-Saharan Africa ,Lower middle income,IDA
2009,Mauritania,1418.94084292347,62.8,3322616.0,MRT,Sub-Saharan Africa ,Lower middle income,IDA
2010,Mauritania,1646.13042756814,63.105,3419461.0,MRT,Sub-Saharan Africa ,Lower middle income,IDA
2011,Mauritania,1919.45227079679,63.346,3524249.0,MRT,Sub-Saharan Africa ,Lower middle income,IDA
2012,Mauritania,1850.38496774479,63.578,3636113.0,MRT,Sub-Saharan Africa ,Lower middle income,IDA
2013,Mauritania,1929.77563929612,63.911,3742959.0,MRT,Sub-Saharan Africa ,Lower middle income,IDA
2014,Mauritania,1715.38883792802,64.155,3843174.0,MRT,Sub-Saharan Africa ,Lower middle income,IDA
2015,Mauritania,1562.72683648828,64.485,3946220.0,MRT,Sub-Saharan Africa ,Lower middle income,IDA
2016,Mauritania,1579.20071673512,64.768,4051890.0,MRT,Sub-Saharan Africa ,Lower middle income,IDA
2017,Mauritania,1634.64215833074,65.083,4160015.0,MRT,Sub-Saharan Africa ,Lower middle income,IDA
2018,Mauritania,1749.95423645373,65.31,4270712.0,MRT,Sub-Saharan Africa ,Lower middle income,IDA
2019,Mauritania,1800.87518658218,65.687,4383849.0,MRT,Sub-Saharan Africa ,Lower middle income,IDA
2020,Mauritania,1836.29241098592,64.532,4498604.0,MRT,Sub-Saharan Africa ,Lower middle income,IDA
2021,Mauritania,1998.39400265586,64.364,4614974.0,MRT,Sub-Saharan Africa ,Lower middle income,IDA
2022,Mauritania,2065.15551570106,,4736139.0,MRT,Sub-Saharan Africa ,Lower middle income,IDA
2004,Mauritius,5388.06245268972,72.2658536585366,1221003.0,MUS,Sub-Saharan Africa ,Upper middle income,IBRD
2005,Mauritius,5282.90011111013,72.4321951219512,1228254.0,MUS,Sub-Saharan Africa ,Upper middle income,IBRD
2006,Mauritius,5695.97525509869,72.4321951219512,1233996.0,MUS,Sub-Saharan Africa ,Upper middle income,IBRD
2007,Mauritius,6574.6635764099,72.5707317073171,1239630.0,MUS,Sub-Saharan Africa ,Upper middle income,IBRD
2008,Mauritius,8030.05228087539,72.5707317073171,1244121.0,MUS,Sub-Saharan Africa ,Upper middle income,IBRD
2009,Mauritius,7318.12640972422,72.8824390243903,1247429.0,MUS,Sub-Saharan Africa ,Upper middle income,IBRD
2010,Mauritius,8000.37643182154,72.9673170731707,1250400.0,MUS,Sub-Saharan Africa ,Upper middle income,IBRD
2011,Mauritius,9197.04299089459,73.2668292682927,1252404.0,MUS,Sub-Saharan Africa ,Upper middle income,IBRD
2012,Mauritius,9291.23627601053,73.8634146341464,1255882.0,MUS,Sub-Saharan Africa ,Upper middle income,IBRD
2013,Mauritius,9764.64413060045,74.0170731707317,1258927.0,MUS,Sub-Saharan Africa ,Upper middle income,IBRD
2014,Mauritius,10366.3550754936,74.1943902439024,1261208.0,MUS,Sub-Saharan Africa ,Upper middle income,IBRD
2015,Mauritius,9507.87133656424,74.3531707317073,1262879.0,MUS,Sub-Saharan Africa ,Upper middle income,IBRD
2016,Mauritius,9965.72531085228,74.3948780487805,1263747.0,MUS,Sub-Saharan Africa ,Upper middle income,IBRD
2017,Mauritius,10841.6847754844,74.5146341463415,1264887.0,MUS,Sub-Saharan Africa ,Upper middle income,IBRD
2018,Mauritius,11643.4605962124,74.4163414634146,1265577.0,MUS,Sub-Saharan Africa ,Upper middle income,IBRD
2019,Mauritius,11403.2527870674,74.2358536585366,1265985.0,MUS,Sub-Saharan Africa ,Upper middle income,IBRD
2020,Mauritius,9011.04288445023,74.1770731707317,1266014.0,MUS,Sub-Saharan Africa ,Upper middle income,IBRD
2021,Mauritius,9068.98018051209,73.680243902439,1266334.0,MUS,Sub-Saharan Africa ,Upper middle income,IBRD
2022,Mauritius,10256.2303053576,,1262523.0,MUS,Sub-Saharan Africa ,Upper middle income,IBRD
2004,Mexico,7883.5231908285,74.372,103945813.0,MEX,Latin America & Caribbean ,Upper middle income,IBRD
2005,Mexico,8702.11448090478,74.376,105442402.0,MEX,Latin America & Caribbean ,Upper middle income,IBRD
2006,Mexico,9545.28672531477,74.331,106886790.0,MEX,Latin America & Caribbean ,Upper middle income,IBRD
2007,Mexico,10178.4422371206,74.238,108302973.0,MEX,Latin America & Caribbean ,Upper middle income,IBRD
2008,Mexico,10589.9518745518,74.152,109684489.0,MEX,Latin America & Caribbean ,Upper middle income,IBRD
2009,Mexico,8495.65308070414,74.119,111049428.0,MEX,Latin America & Caribbean ,Upper middle income,IBRD
2010,Mexico,9823.16407600128,74.19,112532401.0,MEX,Latin America & Caribbean ,Upper middle income,IBRD
2011,Mexico,10766.6099388208,74.365,114150481.0,MEX,Latin America & Caribbean ,Upper middle income,IBRD
2012,Mexico,10842.7330888296,74.574,115755909.0,MEX,Latin America & Caribbean ,Upper middle income,IBRD
2013,Mexico,11317.4910611485,74.739,117290686.0,MEX,Latin America & Caribbean ,Upper middle income,IBRD
2014,Mexico,11490.0216901556,74.797,118755887.0,MEX,Latin America & Caribbean ,Upper middle income,IBRD
2015,Mexico,10098.1731805195,74.682,120149897.0,MEX,Latin America & Caribbean ,Upper middle income,IBRD
2016,Mexico,9152.73722334937,74.412,121519221.0,MEX,Latin America & Caribbean ,Upper middle income,IBRD
2017,Mexico,9693.33009125499,74.138,122839258.0,MEX,Latin America & Caribbean ,Upper middle income,IBRD
2018,Mexico,10130.3206984553,74.015,124013861.0,MEX,Latin America & Caribbean ,Upper middle income,IBRD
2019,Mexico,10434.5783651735,74.202,125085311.0,MEX,Latin America & Caribbean ,Upper middle income,IBRD
2020,Mexico,8894.89065003643,70.133,125998302.0,MEX,Latin America & Caribbean ,Upper middle income,IBRD
2021,Mexico,10359.1498625832,70.213,126705138.0,MEX,Latin America & Caribbean ,Upper middle income,IBRD
2022,Mexico,11496.5228716049,,127504125.0,MEX,Latin America & Caribbean ,Upper middle income,IBRD
2004,"Micronesia, Fed. Sts.",2155.78169026723,70.838,111438.0,FSM,East Asia & Pacific,Lower middle income,IDA
2005,"Micronesia, Fed. Sts.",2256.01135749054,70.884,110940.0,FSM,East Asia & Pacific,Lower middle income,IDA
2006,"Micronesia, Fed. Sts.",2298.63645841833,71.093,110301.0,FSM,East Asia & Pacific,Lower middle income,IDA
2007,"Micronesia, Fed. Sts.",2344.40346200197,71.06,109532.0,FSM,East Asia & Pacific,Lower middle income,IDA
2008,"Micronesia, Fed. Sts.",2420.7490064763,71.137,108704.0,FSM,East Asia & Pacific,Lower middle income,IDA
2009,"Micronesia, Fed. Sts.",2598.40360440538,71.112,107868.0,FSM,East Asia & Pacific,Lower middle income,IDA
2010,"Micronesia, Fed. Sts.",2760.0113395546,71.233,107588.0,FSM,East Asia & Pacific,Lower middle income,IDA
2011,"Micronesia, Fed. Sts.",2885.44124871393,71.318,107887.0,FSM,East Asia & Pacific,Lower middle income,IDA
2012,"Micronesia, Fed. Sts.",3023.58544607879,71.398,108232.0,FSM,East Asia & Pacific,Lower middle income,IDA
2013,"Micronesia, Fed. Sts.",2920.70086272777,71.499,108609.0,FSM,East Asia & Pacific,Lower middle income,IDA
2014,"Micronesia, Fed. Sts.",2928.44878191958,71.529,109024.0,FSM,East Asia & Pacific,Lower middle income,IDA
2015,"Micronesia, Fed. Sts.",2891.32210264749,71.408,109462.0,FSM,East Asia & Pacific,Lower middle income,IDA
2016,"Micronesia, Fed. Sts.",3022.65362747328,71.595,109925.0,FSM,East Asia & Pacific,Lower middle income,IDA
2017,"Micronesia, Fed. Sts.",3320.3549760029,71.467,110430.0,FSM,East Asia & Pacific,Lower middle income,IDA
2018,"Micronesia, Fed. Sts.",3623.32933678299,71.318,110929.0,FSM,East Asia & Pacific,Lower middle income,IDA
2019,"Micronesia, Fed. Sts.",3734.99492723045,71.077,111379.0,FSM,East Asia & Pacific,Lower middle income,IDA
2020,"Micronesia, Fed. Sts.",3639.41269869588,70.674,112106.0,FSM,East Asia & Pacific,Lower middle income,IDA
2021,"Micronesia, Fed. Sts.",3588.75993317482,70.71,113131.0,FSM,East Asia & Pacific,Lower middle income,IDA
2022,"Micronesia, Fed. Sts.",3713.95536246102,,114164.0,FSM,East Asia & Pacific,Lower middle income,IDA
2004,Moldova,897.178494749468,67.861,2896023.0,MDA,Europe & Central Asia,Upper middle income,IBRD
2005,Moldova,1034.39197746993,68.169,2888985.0,MDA,Europe & Central Asia,Upper middle income,IBRD
2006,Moldova,1183.02481442894,68.479,2880967.0,MDA,Europe & Central Asia,Upper middle income,IBRD
2007,Moldova,1531.21618590748,68.947,2874299.0,MDA,Europe & Central Asia,Upper middle income,IBRD
2008,Moldova,2110.55305353857,69.394,2868833.0,MDA,Europe & Central Asia,Upper middle income,IBRD
2009,Moldova,1898.43975710988,69.573,2865213.0,MDA,Europe & Central Asia,Upper middle income,IBRD
2010,Moldova,2436.79935102421,69.357,2862354.0,MDA,Europe & Central Asia,Upper middle income,IBRD
2011,Moldova,2941.36224066021,69.192,2860699.0,MDA,Europe & Central Asia,Upper middle income,IBRD
2012,Moldova,3044.8084324815,69.143,2860324.0,MDA,Europe & Central Asia,Upper middle income,IBRD
2013,Moldova,3321.04397795719,69.099,2859558.0,MDA,Europe & Central Asia,Upper middle income,IBRD
2014,Moldova,3289.16784588695,69.031,2857815.0,MDA,Europe & Central Asia,Upper middle income,IBRD
2015,Moldova,2749.91303825395,69.24,2835978.0,MDA,Europe & Central Asia,Upper middle income,IBRD
2016,Moldova,2847.63506882245,69.917,2803186.0,MDA,Europe & Central Asia,Upper middle income,IBRD
2017,Moldova,3454.95469039113,70.516,2755189.0,MDA,Europe & Central Asia,Upper middle income,IBRD
2018,Moldova,4156.95750022299,70.492,2707203.0,MDA,Europe & Central Asia,Upper middle income,IBRD
2019,Moldova,4404.95042249597,70.935,2664224.0,MDA,Europe & Central Asia,Upper middle income,IBRD
2020,Moldova,4376.24249318339,70.166,2635130.0,MDA,Europe & Central Asia,Upper middle income,IBRD
2021,Moldova,5274.74484719747,68.846,2595809.0,MDA,Europe & Central Asia,Upper middle income,IBRD
2022,Moldova,5714.43048840294,,2538894.0,MDA,Europe & Central Asia,Upper middle income,IBRD
2004,Monaco,125435.894305312,,32236.0,MCO,Europe & Central Asia,High income,Not classified
2005,Monaco,130818.981946144,,32141.0,MCO,Europe & Central Asia,High income,Not classified
2006,Monaco,143289.072903488,,32011.0,MCO,Europe & Central Asia,High income,Not classified
2007,Monaco,184639.750063228,,31823.0,MCO,Europe & Central Asia,High income,Not classified
2008,Monaco,204097.113958028,,31862.0,MCO,Europe & Central Asia,High income,Not classified
2009,Monaco,168957.10787757,,32401.0,MCO,Europe & Central Asia,High income,Not classified
2010,Monaco,161780.745361248,,33178.0,MCO,Europe & Central Asia,High income,Not classified
2011,Monaco,179369.268180394,,33945.0,MCO,Europe & Central Asia,High income,Not classified
2012,Monaco,165497.097810044,,34700.0,MCO,Europe & Central Asia,High income,Not classified
2013,Monaco,185055.517569114,,35425.0,MCO,Europe & Central Asia,High income,Not classified
2014,Monaco,195772.724261668,,36110.0,MCO,Europe & Central Asia,High income,Not classified
2015,Monaco,170338.680381498,,36760.0,MCO,Europe & Central Asia,High income,Not classified
2016,Monaco,174412.494536127,,37071.0,MCO,Europe & Central Asia,High income,Not classified
2017,Monaco,173611.687859934,,37044.0,MCO,Europe & Central Asia,High income,Not classified
2018,Monaco,193968.090133158,,37029.0,MCO,Europe & Central Asia,High income,Not classified
2019,Monaco,199382.838585354,,37034.0,MCO,Europe & Central Asia,High income,Not classified
2020,Monaco,182537.387370109,,36922.0,MCO,Europe & Central Asia,High income,Not classified
2021,Monaco,235132.784182144,,36686.0,MCO,Europe & Central Asia,High income,Not classified
2022,Monaco,240862.18244774,,36469.0,MCO,Europe & Central Asia,High income,Not classified
2004,Mongolia,784.912071951003,64.796,2537949.0,MNG,East Asia & Pacific,Lower middle income,IBRD
2005,Mongolia,986.018040837747,64.879,2559255.0,MNG,East Asia & Pacific,Lower middle income,IBRD
2006,Mongolia,1322.64067515404,65.513,2581242.0,MNG,East Asia & Pacific,Lower middle income,IBRD
2007,Mongolia,1625.31847375123,65.97,2605643.0,MNG,East Asia & Pacific,Lower middle income,IBRD
2008,Mongolia,2134.94983195668,66.382,2633887.0,MNG,East Asia & Pacific,Lower middle income,IBRD
2009,Mongolia,1718.91402182752,66.766,2666713.0,MNG,East Asia & Pacific,Lower middle income,IBRD
2010,Mongolia,2660.28817507398,67.182,2702520.0,MNG,East Asia & Pacific,Lower middle income,IBRD
2011,Mongolia,3793.74365523458,67.439,2743938.0,MNG,East Asia & Pacific,Lower middle income,IBRD
2012,Mongolia,4402.30452266711,68.111,2792349.0,MNG,East Asia & Pacific,Lower middle income,IBRD
2013,Mongolia,4422.30087600131,68.585,2845153.0,MNG,East Asia & Pacific,Lower middle income,IBRD
2014,Mongolia,4211.93943552954,69.047,2902823.0,MNG,East Asia & Pacific,Lower middle income,IBRD
2015,Mongolia,3919.35121343969,69.498,2964749.0,MNG,East Asia & Pacific,Lower middle income,IBRD
2016,Mongolia,3690.75677759847,69.865,3029555.0,MNG,East Asia & Pacific,Lower middle income,IBRD
2017,Mongolia,3708.24822134669,70.237,3096030.0,MNG,East Asia & Pacific,Lower middle income,IBRD
2018,Mongolia,4165.02282101895,71.199,3163991.0,MNG,East Asia & Pacific,Lower middle income,IBRD
2019,Mongolia,4394.94715044543,71.822,3232430.0,MNG,East Asia & Pacific,Lower middle income,IBRD
2020,Mongolia,4041.17414564367,72.141,3294335.0,MNG,East Asia & Pacific,Lower middle income,IBRD
2021,Mongolia,4566.14013029182,70.975,3347782.0,MNG,East Asia & Pacific,Lower middle income,IBRD
2022,Mongolia,5045.50470031666,,3398366.0,MNG,East Asia & Pacific,Lower middle income,IBRD
2004,Montenegro,3380.16512135859,74.5639512195122,613353.0,MNE,Europe & Central Asia,Upper middle income,IBRD
2005,Montenegro,3674.6179242797,73.9829268292683,614261.0,MNE,Europe & Central Asia,Upper middle income,IBRD
2006,Montenegro,4425.67887307803,73.8390243902439,615025.0,MNE,Europe & Central Asia,Upper middle income,IBRD
2007,Montenegro,5976.39414454596,74.3390243902439,615875.0,MNE,Europe & Central Asia,Upper middle income,IBRD
2008,Montenegro,7367.75190910882,75.1365853658537,616969.0,MNE,Europe & Central Asia,Upper middle income,IBRD
